x,y
-1.0,-4.248557881416742
-0.9797979797979798,-5.268003312864267
-0.9595959595959596,-5.292604810924671
-0.9393939393939394,-4.501429411934498
-0.9191919191919192,-4.323287721456005
-0.898989898989899,-4.853955435995193
-0.8787878787878788,-3.935601250630549
-0.8585858585858586,-5.035821418385554
-0.8383838383838383,-4.770991344842648
-0.8181818181818181,-4.325116569314353
-0.797979797979798,-4.082322823027973
-0.7777777777777778,-5.250507836590413
-0.7575757575757576,-4.261087392905159
-0.7373737373737373,-4.59813356939728
-0.7171717171717171,-3.972372925402824
-0.696969696969697,-4.307405053679237
-0.6767676767676767,-3.5591680148982414
-0.6565656565656566,-3.538575101394108
-0.6363636363636364,-3.9466825578129505
-0.6161616161616161,-3.7627335920763416
-0.5959595959595959,-4.040494350536504
-0.5757575757575757,-3.8155560532781787
-0.5555555555555556,-3.7886267275440244
-0.5353535353535352,-3.8046152609325032
-0.5151515151515151,-3.7560494474574635
-0.4949494949494949,-3.0570499761931127
-0.4747474747474747,-3.7109313590422652
-0.4545454545454545,-2.413649329485529
-0.43434343434343425,-3.7574686800678654
-0.41414141414141414,-3.9858544746767635
-0.3939393939393939,-2.9629907249982907
-0.3737373737373737,-3.14728188876262
-0.3535353535353535,-3.2251909629507898
-0.33333333333333326,-2.87322766962991
-0.31313131313131304,-3.3395589029085206
-0.2929292929292928,-3.1866215939462985
-0.2727272727272727,-3.234453869609473
-0.2525252525252525,-3.712592698646222
-0.23232323232323226,-2.7008125825843763
-0.21212121212121204,-3.003017080762995
-0.19191919191919182,-3.058693329787304
-0.1717171717171716,-2.5365027005450913
-0.1515151515151515,-2.659473264741047
-0.13131313131313127,-2.6117437190311694
-0.11111111111111105,-2.3820154323200593
-0.09090909090909083,-2.4558479536816273
-0.07070707070707061,-3.238874414860118
-0.050505050505050386,-1.8737202068314207
-0.030303030303030276,-1.369500474153575
-0.010101010101010055,-1.6968525188710648
0.010101010101010166,-2.5488986526279596
0.030303030303030498,-2.188050164685374
0.05050505050505061,-2.606852537809194
0.07070707070707072,-1.1281117848879005
0.09090909090909105,-1.9609173912164324
0.11111111111111116,-0.5121146017105231
0.1313131313131315,-1.7367127735169339
0.1515151515151516,-1.9261564450197304
0.1717171717171717,-0.7927356112694698
0.19191919191919204,-1.914869178100923
0.21212121212121215,-1.421168394434018
0.2323232323232325,-1.5062129942601068
0.2525252525252526,-1.1717096993773428
0.27272727272727293,-1.4078986046354722
0.29292929292929304,-0.42091957035409666
0.31313131313131315,-0.3266770891708063
0.3333333333333335,-0.48476458110623966
0.3535353535353536,-0.7995850105024019
0.3737373737373739,-0.5861491996387991
0.39393939393939403,-1.2554787151536495
0.41414141414141437,-1.3056409216767055
0.4343434343434345,-0.5383650442370047
0.4545454545454546,-0.5881209004889904
0.4747474747474749,-0.5556550166348886
0.49494949494949503,0.7907471968110409
0.5151515151515154,-0.3833888807434065
0.5353535353535355,0.14649034575900477
0.5555555555555556,-1.089894024290245
0.5757575757575759,0.19590602312249422
0.595959595959596,-0.5996273288597878
0.6161616161616164,0.18435187375602557
0.6363636363636365,0.21789456535016732
0.6565656565656568,0.46517698544543234
0.6767676767676769,0.3836792707059555
0.696969696969697,-0.5909969647837996
0.7171717171717173,0.36535736044571954
0.7373737373737375,0.1093309650353276
0.7575757575757578,-0.43454429325176624
0.7777777777777779,0.4308088748798781
0.7979797979797982,1.2421479680497098
0.8181818181818183,0.17320195419202478
0.8383838383838385,0.9680725598740869
0.8585858585858588,0.7039454795252273
0.8787878787878789,0.41360649442895236
0.8989898989898992,1.0423534731504573
0.9191919191919193,1.1311215789366325
0.9393939393939394,1.7348214060769673
0.9595959595959598,0.6482113165968846
0.9797979797979799,2.1048097656783558
1.0,1.3232354452544117
